,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FGPerc,3PM,3PA,ThreePPerc,FTM,FTA,FTPerc,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/,EFGPerc,FTR,TOVPerc
1708,PHX,12/19/18,PHX @ BOS,W,239,111,41,96,42.7,11,27,40.7,18,22,81.8,21,35,56,23,8,6,17,19,8.0,0.484375,0.22916666666666666,13.857189435930875
1711,SAS,12/19/18,SAS @ ORL,W,239,129,50,77,64.9,12,19,63.2,17,21,81.0,4,41,45,29,5,4,11,15,39.0,0.7272727272727273,0.2727272727272727,11.312217194570136
1714,WAS,12/19/18,WAS @ HOU,L,241,118,45,84,53.6,10,30,33.3,18,23,78.3,4,27,31,28,8,2,11,15,-18.0,0.5952380952380952,0.27380952380952384,10.464231354642314
1717,CLE,12/18/18,CLE @ IND,W,239,92,38,91,41.8,6,31,19.4,10,13,76.9,12,39,51,19,7,5,9,16,1.0,0.45054945054945056,0.14285714285714285,8.51305334846765
1718,DAL,12/18/18,DAL @ DEN,L,241,118,40,86,46.5,15,37,40.5,23,30,76.7,6,27,33,26,8,1,8,17,-8.0,0.5523255813953488,0.3488372093023256,7.462686567164178
1721,LAL,12/18/18,LAL @ BKN,L,240,110,42,90,46.7,13,40,32.5,13,23,56.5,8,40,48,21,6,4,14,19,-5.0,0.5388888888888889,0.25555555555555554,12.267788293024886
1722,WAS,12/18/18,WAS @ ATL,L,239,110,36,83,43.4,13,40,32.5,25,36,69.4,9,28,37,26,14,1,15,32,-8.0,0.5120481927710844,0.43373493975903615,13.176387912860154
1723,CHI,12/17/18,CHI @ OKC,L,239,96,38,85,44.7,8,22,36.4,12,16,75.0,13,28,41,20,10,7,23,31,-25.0,0.49411764705882355,0.18823529411764706,19.993045897079277
1728,MEM,12/17/18,MEM @ GSW,L,239,93,36,79,45.6,7,25,28.0,14,18,77.8,2,39,41,24,6,4,16,23,-17.0,0.5,0.22784810126582278,15.546055188495918
1729,MIL,12/17/18,MIL @ DET,W,241,107,44,88,50.0,9,25,36.0,10,15,66.7,5,32,37,33,8,10,10,19,3.0,0.5511363636363636,0.17045454545454544,9.560229445506693
1733,PHI,12/17/18,PHI @ SAS,L,239,96,40,98,40.8,11,37,29.7,5,7,71.4,12,29,41,29,3,5,10,15,-27.0,0.4642857142857143,0.07142857142857142,9.002520705797624
1734,PHX,12/17/18,PHX @ NYK,W,240,128,48,92,52.2,9,27,33.3,23,27,85.2,4,40,44,27,8,5,7,20,18.0,0.5706521739130435,0.29347826086956524,6.313131313131313
1735,POR,12/17/18,POR @ LAC,W,242,131,47,86,54.7,10,20,50.0,27,31,87.1,6,27,33,26,5,4,11,32,4.0,0.6046511627906976,0.36046511627906974,9.942154736080983
1736,SAC,12/17/18,SAC @ MIN,L,241,105,38,90,42.2,14,38,36.8,15,23,65.2,6,32,38,20,5,4,15,27,-27.0,0.5,0.25555555555555554,13.029881862404446
1738,UTA,12/17/18,UTA @ HOU,L,239,97,32,82,39.0,10,35,28.6,23,31,74.2,11,41,52,23,9,4,23,25,-5.0,0.45121951219512196,0.3780487804878049,19.386378961564397
1739,ATL,12/16/18,ATL @ BKN,L,241,127,47,85,55.3,14,29,48.3,19,25,76.0,8,25,33,38,9,5,14,22,-17.0,0.6352941176470588,0.29411764705882354,12.727272727272727
1745,LAL,12/16/18,LAL @ WAS,L,242,110,44,91,48.4,11,36,30.6,11,18,61.1,8,35,43,24,10,6,22,13,-18.0,0.5439560439560439,0.1978021978021978,18.193847171683757
1746,MIA,12/16/18,MIA @ NOP,W,240,102,38,91,41.8,10,35,28.6,16,23,69.6,22,35,57,22,6,4,18,21,6.0,0.4725274725274725,0.25274725274725274,15.110812625923439
1748,NYK,12/16/18,NYK @ IND,L,238,99,37,89,41.6,10,32,31.3,15,22,68.2,13,31,44,21,7,1,15,19,-11.0,0.47191011235955055,0.24719101123595505,13.19493314567206
1749,PHI,12/16/18,PHI @ CLE,W,240,128,51,91,56.0,11,27,40.7,15,20,75.0,12,36,48,32,5,9,10,18,23.0,0.6208791208791209,0.21978021978021978,9.107468123861567
1750,SAC,12/16/18,SAC @ DAL,W,241,120,46,98,46.9,9,31,29.0,19,21,90.5,11,36,47,20,6,7,9,26,7.0,0.5153061224489796,0.21428571428571427,7.742601514108741
1751,TOR,12/16/18,TOR @ DEN,L,241,86,35,88,39.8,7,35,20.0,9,14,64.3,13,38,51,13,5,4,11,16,-9.0,0.4375,0.1590909090909091,10.460251046025105
1753,BOS,12/15/18,BOS @ DET,L,240,104,39,94,41.5,9,33,27.3,17,23,73.9,12,32,44,19,11,4,14,25,-9.0,0.4627659574468085,0.24468085106382978,11.852353538774127
1755,CHI,12/15/18,CHI @ SAS,W,240,98,37,86,43.0,6,29,20.7,18,21,85.7,8,32,40,16,12,8,7,20,5.0,0.46511627906976744,0.2441860465116279,6.846635367762128
1757,HOU,12/15/18,HOU @ MEM,W,240,105,35,73,47.9,13,37,35.1,22,25,88.0,6,30,36,23,5,2,12,22,8.0,0.5684931506849316,0.3424657534246575,12.5
1758,LAC,12/15/18,LAC @ OKC,L,239,104,38,75,50.7,13,25,52.0,15,22,68.2,6,38,44,18,7,4,26,22,-6.0,0.5933333333333334,0.29333333333333333,23.491145645103
1759,LAL,12/15/18,LAL @ CHA,W,240,128,49,92,53.3,14,34,41.2,16,24,66.7,10,42,52,34,12,6,15,20,28.0,0.6086956521739131,0.2608695652173913,12.759441987070433
1761,MIN,12/15/18,MIN @ PHX,L,239,99,39,96,40.6,7,35,20.0,14,19,73.7,11,30,41,26,10,4,11,19,-8.0,0.4427083333333333,0.19791666666666666,9.535367545076284
1766,UTA,12/15/18,UTA @ ORL,L,240,89,28,89,31.5,7,29,24.1,26,28,92.9,11,31,42,17,13,4,10,19,-7.0,0.3539325842696629,0.3146067415730337,8.983111749910169
1767,ATL,12/14/18,ATL @ BOS,L,240,108,36,86,41.9,16,38,42.1,20,32,62.5,16,28,44,27,10,5,24,19,-21.0,0.5116279069767442,0.37209302325581395,19.342359767891683
1773,GSW,12/14/18,GSW @ SAC,W,241,130,44,96,45.8,15,40,37.5,27,36,75.0,15,45,60,32,5,0,18,23,5.0,0.5364583333333334,0.375,13.863216266173753
1774,IND,12/14/18,IND @ PHI,W,240,113,42,95,44.2,8,20,40.0,21,24,87.5,11,36,47,33,7,2,7,22,12.0,0.4842105263157895,0.25263157894736843,6.218905472636816
1776,MIA,12/14/18,MIA @ MEM,W,239,100,36,82,43.9,15,39,38.5,13,18,72.2,14,36,50,30,3,8,16,20,3.0,0.5304878048780488,0.21951219512195122,15.105740181268882
1777,MIL,12/14/18,MIL @ CLE,W,240,114,40,94,42.6,12,41,29.3,22,28,78.6,14,39,53,26,9,6,9,17,12.0,0.48936170212765956,0.2978723404255319,7.804370447450573
1778,NYK,12/14/18,NYK @ CHA,W,266,126,47,98,48.0,12,34,35.3,20,31,64.5,9,37,46,27,11,8,10,16,2.0,0.5408163265306123,0.3163265306122449,8.220979940808943
1779,OKC,12/14/18,OKC @ DEN,L,242,98,37,90,41.1,7,19,36.8,17,29,58.6,19,24,43,14,9,4,13,17,-11.0,0.45,0.32222222222222224,11.230131306150657
1783,TOR,12/14/18,TOR @ POR,L,241,122,43,78,55.1,18,31,58.1,18,21,85.7,6,31,37,20,4,4,16,21,-6.0,0.6666666666666666,0.2692307692307692,15.497869043006588
1784,WAS,12/14/18,WAS @ BKN,L,239,118,49,90,54.4,11,29,37.9,9,16,56.3,4,22,26,30,3,3,9,24,-7.0,0.6055555555555555,0.17777777777777778,8.487363259147491
1785,CHI,12/13/18,CHI @ ORL,L,240,91,34,71,47.9,10,18,55.6,13,20,65.0,1,32,33,18,10,4,18,23,-6.0,0.5492957746478874,0.28169014084507044,18.404907975460123
1786,DAL,12/13/18,DAL @ PHX,L,240,89,31,78,39.7,5,33,15.2,22,33,66.7,14,39,53,14,7,4,23,19,-10.0,0.42948717948717946,0.4230769230769231,19.909972299168977
1788,LAC,12/13/18,LAC @ SAS,L,240,87,30,84,35.7,10,31,32.3,17,24,70.8,13,29,42,21,4,1,17,18,-38.0,0.4166666666666667,0.2857142857142857,15.2384367156687
1789,LAL,12/13/18,LAL @ HOU,L,240,111,43,80,53.8,10,32,31.3,15,27,55.6,7,24,31,23,9,5,12,21,-15.0,0.6,0.3375,11.551790527531768
1793,ATL,12/12/18,ATL @ DAL,L,240,107,43,93,46.2,11,33,33.3,10,14,71.4,16,28,44,21,7,2,21,30,-7.0,0.521505376344086,0.15053763440860216,17.476697736351532
1794,BKN,12/12/18,BKN @ PHI,W,240,127,38,74,51.4,14,28,50.0,37,43,86.0,7,30,37,20,10,1,16,23,3.0,0.6081081081081081,0.581081081081081,14.689680499449137
1795,BOS,12/12/18,BOS @ WAS,W,265,130,47,104,45.2,11,38,28.9,25,25,100.0,14,36,50,20,6,2,13,19,5.0,0.5048076923076923,0.2403846153846154,10.15625
1799,DET,12/12/18,DET @ CHA,L,240,107,40,86,46.5,13,34,38.2,14,21,66.7,10,39,49,23,4,10,14,26,-1.0,0.5406976744186046,0.2441860465116279,12.815818381545222
1803,MIA,12/12/18,MIA @ UTA,L,240,84,29,77,37.7,12,33,36.4,14,24,58.3,2,28,30,16,10,2,13,22,-27.0,0.45454545454545453,0.3116883116883117,12.927605409705647
1804,MIL,12/12/18,MIL @ IND,L,238,97,38,91,41.8,11,43,25.6,10,15,66.7,9,34,43,22,6,6,12,18,-16.0,0.47802197802197804,0.16483516483516483,10.948905109489052
1805,MIN,12/12/18,MIN @ SAC,L,240,130,50,93,53.8,9,22,40.9,21,27,77.8,12,27,39,30,4,4,11,24,-11.0,0.5860215053763441,0.2903225806451613,9.49257852951329
1807,NYK,12/12/18,NYK @ CLE,L,241,106,41,94,43.6,11,27,40.7,13,14,92.9,9,34,43,21,7,7,12,18,-7.0,0.4946808510638298,0.14893617021276595,10.699001426533524
1808,OKC,12/12/18,OKC @ NOP,L,239,114,42,87,48.3,13,43,30.2,17,27,63.0,9,30,39,23,10,6,18,27,-4.0,0.5574712643678161,0.3103448275862069,15.400410677618071
1810,POR,12/12/18,POR @ MEM,L,241,83,32,87,36.8,6,22,27.3,13,16,81.3,4,40,44,15,11,9,14,19,-9.0,0.40229885057471265,0.1839080459770115,12.95816364309515
1812,TOR,12/12/18,TOR @ GSW,W,241,113,44,91,48.4,9,28,32.1,16,19,84.2,10,38,48,27,12,3,11,17,20.0,0.532967032967033,0.2087912087912088,9.967379485320768
1817,PHX,12/11/18,PHX @ SAS,L,240,86,33,82,40.2,8,28,28.6,12,14,85.7,8,32,40,19,7,5,17,22,-25.0,0.45121951219512196,0.17073170731707318,16.16584252567516
1818,POR,12/11/18,POR @ HOU,L,241,104,38,87,43.7,10,25,40.0,18,21,85.7,13,31,44,20,1,4,14,17,-7.0,0.4942528735632184,0.2413793103448276,12.69956458635704
1820,TOR,12/11/18,TOR @ LAC,W,240,123,50,96,52.1,14,29,48.3,9,12,75.0,10,33,43,34,8,6,7,22,24.0,0.59375,0.125,6.464721093461397
1823,CLE,12/10/18,CLE @ MIL,L,240,92,36,96,37.5,10,30,33.3,10,15,66.7,8,38,46,24,5,2,9,15,-16.0,0.4270833333333333,0.15625,8.064516129032258
1826,DET,12/10/18,DET @ PHI,L,241,102,41,84,48.8,9,21,42.9,11,21,52.4,10,36,46,23,5,5,15,24,-14.0,0.5416666666666666,0.25,13.858093126385809
1829,LAC,12/10/18,LAC @ PHX,W,265,123,45,85,52.9,7,21,33.3,26,33,78.8,10,32,42,27,8,4,18,21,4.0,0.5705882352941176,0.38823529411764707,15.31654186521443
1831,MEM,12/10/18,MEM @ DEN,L,241,99,37,74,50.0,9,27,33.3,16,17,94.1,6,28,34,22,7,4,14,19,-6.0,0.5608108108108109,0.22972972972972974,14.662756598240467
1832,MIA,12/10/18,MIA @ LAL,L,241,105,42,94,44.7,11,34,32.4,10,13,76.9,14,36,50,29,9,7,17,19,-3.0,0.5053191489361702,0.13829787234042554,14.564770390678547
1834,MIN,12/10/18,MIN @ GSW,L,240,108,38,83,45.8,7,25,28.0,25,31,80.6,9,33,42,28,5,6,16,18,-8.0,0.5,0.37349397590361444,14.204545454545455
1835,NOP,12/10/18,NOP @ BOS,L,239,100,39,87,44.8,8,26,30.8,14,19,73.7,6,33,39,28,11,1,13,19,-13.0,0.4942528735632184,0.21839080459770116,11.997046880767812
1837,ORL,12/10/18,ORL @ DAL,L,240,76,32,89,36.0,8,28,28.6,4,5,80.0,7,35,42,18,8,2,15,18,-25.0,0.4044943820224719,0.056179775280898875,14.124293785310735
1840,SAC,12/10/18,SAC @ CHI,W,239,108,40,88,45.5,16,37,43.2,12,15,80.0,10,32,42,28,16,4,16,15,19.0,0.5454545454545454,0.17045454545454544,14.466546112115733
1841,UTA,12/10/18,UTA @ OKC,L,240,113,43,84,51.2,8,29,27.6,19,30,63.3,11,34,45,30,11,4,20,28,-9.0,0.5595238095238095,0.35714285714285715,17.064846416382252
1842,WAS,12/10/18,WAS @ IND,L,240,101,37,88,42.0,10,30,33.3,17,24,70.8,6,28,34,22,13,3,12,22,-8.0,0.4772727272727273,0.2727272727272727,10.85383502170767
1843,CHA,12/9/18,CHA @ NYK,W,241,119,42,87,48.3,12,34,35.3,23,27,85.2,6,36,42,19,11,4,12,17,12.0,0.5517241379310345,0.3103448275862069,10.822510822510822
1845,MIL,12/9/18,MIL @ TOR,W,241,104,36,87,41.4,15,39,38.5,17,20,85.0,9,36,45,22,6,7,11,13,5.0,0.5,0.22988505747126436,10.299625468164795
1846,NOP,12/9/18,NOP @ DET,W,239,116,42,79,53.2,12,30,40.0,20,23,87.0,8,39,47,27,5,8,18,19,8.0,0.6075949367088608,0.2911392405063291,16.803584764749814
1850,UTA,12/9/18,UTA @ SAS,L,239,97,37,85,43.5,9,29,31.0,14,19,73.7,9,29,38,23,8,4,14,15,-13.0,0.48823529411764705,0.2235294117647059,13.040238450074515
1852,BKN,12/8/18,BKN @ NYK,W,241,112,43,88,48.9,11,22,50.0,15,25,60.0,12,33,45,27,5,5,12,25,8.0,0.5511363636363636,0.2840909090909091,10.81081081081081
1853,BOS,12/8/18,BOS @ CHI,W,238,133,50,93,53.8,22,43,51.2,11,15,73.3,13,41,54,34,10,4,7,14,56.0,0.6559139784946236,0.16129032258064516,6.566604127579738
1857,DEN,12/8/18,DEN @ ATL,L,239,98,36,97,37.1,9,36,25.0,17,21,81.0,11,37,48,28,11,4,15,16,-8.0,0.4175257731958763,0.21649484536082475,12.372154404486968
1858,HOU,12/8/18,HOU @ DAL,L,240,104,39,86,45.3,15,47,31.9,11,13,84.6,10,26,36,20,5,3,12,19,-3.0,0.5406976744186046,0.1511627906976744,11.569610489780176
1861,LAL,12/8/18,LAL @ MEM,W,239,111,43,97,44.3,16,40,40.0,9,12,75.0,19,38,57,27,11,6,18,22,23.0,0.5257731958762887,0.12371134020618557,14.965081476554706
1863,MIA,12/8/18,MIA @ LAC,W,239,121,40,92,43.5,13,39,33.3,28,39,71.8,14,43,57,27,9,6,11,24,23.0,0.5054347826086957,0.42391304347826086,9.154460719041278
1864,MIN,12/8/18,MIN @ POR,L,241,105,40,91,44.0,7,16,43.8,18,22,81.8,10,30,40,25,12,7,12,23,-8.0,0.47802197802197804,0.24175824175824176,10.649627263045792
1867,SAC,12/8/18,SAC @ IND,L,239,97,38,90,42.2,9,32,28.1,12,15,80.0,12,31,43,24,9,8,13,21,-10.0,0.4722222222222222,0.16666666666666666,11.86131386861314
1868,WAS,12/8/18,WAS @ CLE,L,239,101,38,86,44.2,14,38,36.8,11,16,68.8,8,25,33,26,3,3,8,12,-15.0,0.5232558139534884,0.18604651162790697,7.91765637371338
1873,DEN,12/7/18,DEN @ CHA,L,242,107,39,101,38.6,8,35,22.9,21,26,80.8,20,35,55,24,6,12,9,28,-6.0,0.42574257425742573,0.25742574257425743,7.41106719367589
1875,GSW,12/7/18,GSW @ MIL,W,241,105,40,89,44.9,19,46,41.3,6,7,85.7,6,37,43,32,7,6,17,20,10.0,0.5561797752808989,0.07865168539325842,15.584891822515583
1876,IND,12/7/18,IND @ ORL,W,240,112,44,93,47.3,9,26,34.6,15,18,83.3,11,42,53,26,8,8,9,17,22.0,0.521505376344086,0.1935483870967742,8.187772925764191
1877,LAL,12/7/18,LAL @ SAS,L,240,120,46,100,46.0,11,36,30.6,17,21,81.0,10,33,43,24,8,1,8,24,-13.0,0.515,0.21,6.82360968952576
1878,MEM,12/7/18,MEM @ NOP,W,243,107,39,83,47.0,8,19,42.1,21,28,75.0,10,32,42,30,10,7,11,25,4.0,0.5180722891566265,0.3373493975903614,10.346124905944318
1879,MIA,12/7/18,MIA @ PHX,W,241,115,42,86,48.8,15,37,40.5,16,18,88.9,6,34,40,32,10,5,12,16,17.0,0.5755813953488372,0.20930232558139536,11.329305135951662
1882,OKC,12/7/18,OKC @ CHI,L,240,112,43,94,45.7,10,28,35.7,16,24,66.7,14,37,51,25,12,6,22,22,-2.0,0.5106382978723404,0.2553191489361702,17.38305941845765
1884,PHI,12/7/18,PHI @ DET,W,239,117,44,90,48.9,9,32,28.1,20,21,95.2,12,28,40,26,11,12,16,28,6.0,0.5388888888888889,0.23333333333333334,13.884068031933358
1886,SAC,12/7/18,SAC @ CLE,W,241,129,56,98,57.1,13,29,44.8,4,7,57.1,10,25,35,31,6,5,9,18,19.0,0.6377551020408163,0.07142857142857142,8.175872093023257
1888,TOR,12/7/18,TOR @ BKN,L,266,105,35,89,39.3,11,35,31.4,24,29,82.8,6,35,41,25,9,7,15,19,-1.0,0.4550561797752809,0.3258426966292135,12.846865364850975
1890,HOU,12/6/18,HOU @ UTA,L,239,91,34,88,38.6,8,36,22.2,15,17,88.2,14,29,43,13,5,5,23,26,-27.0,0.4318181818181818,0.19318181818181818,19.412559081701552
1891,NYK,12/6/18,NYK @ BOS,L,240,100,36,91,39.6,12,35,34.3,16,20,80.0,14,33,47,21,4,5,16,23,-28.0,0.46153846153846156,0.21978021978021978,13.81692573402418
1892,PHX,12/6/18,PHX @ POR,L,240,86,35,91,38.5,5,27,18.5,11,14,78.6,11,30,41,20,11,2,16,21,-22.0,0.41208791208791207,0.15384615384615385,14.139271827500885
1897,CHA,12/5/18,CHA @ MIN,L,239,104,40,98,40.8,12,33,36.4,12,15,80.0,13,27,40,27,7,1,10,15,-17.0,0.46938775510204084,0.15306122448979592,8.726003490401396
1899,DAL,12/5/18,DAL @ NOP,L,240,106,39,91,42.9,14,46,30.4,14,21,66.7,11,34,45,26,7,4,18,17,-26.0,0.5054945054945055,0.23076923076923078,15.223274695534506
1900,DEN,12/5/18,DEN @ ORL,W,266,124,45,82,54.9,11,19,57.9,23,37,62.2,4,39,43,34,5,2,10,19,6.0,0.6158536585365854,0.45121951219512196,9.235315847801996
1901,DET,12/5/18,DET @ MIL,L,240,92,35,95,36.8,9,38,23.7,13,19,68.4,12,39,51,19,6,1,20,26,-23.0,0.41578947368421054,0.2,16.212710765239947
1902,GSW,12/5/18,GSW @ CLE,W,240,129,45,85,52.9,18,34,52.9,21,24,87.5,9,37,46,29,6,5,8,17,24.0,0.6352941176470588,0.2823529411764706,7.7249903437620695
1903,LAC,12/5/18,LAC @ MEM,L,241,86,25,74,33.8,8,23,34.8,28,35,80.0,11,36,47,16,9,4,18,21,-10.0,0.3918918918918919,0.47297297297297297,16.75977653631285
1909,OKC,12/5/18,OKC @ BKN,W,240,114,43,99,43.4,13,38,34.2,15,26,57.7,17,43,60,28,8,6,13,23,2.0,0.5,0.26262626262626265,10.531432274789372
1911,PHI,12/5/18,PHI @ TOR,L,239,102,40,88,45.5,11,35,31.4,11,14,78.6,11,38,49,26,7,5,21,23,-11.0,0.5170454545454546,0.1590909090909091,18.23549843695728
1912,SAS,12/5/18,SAS @ LAL,L,240,113,43,96,44.8,7,27,25.9,20,20,100.0,11,38,49,18,8,2,10,24,-8.0,0.484375,0.20833333333333334,8.710801393728223
1914,WAS,12/5/18,WAS @ ATL,W,240,131,46,95,48.4,12,38,31.6,27,32,84.4,12,37,49,35,9,4,15,24,14.0,0.5473684210526316,0.3368421052631579,12.088974854932303
1915,CHI,12/4/18,CHI @ IND,L,239,90,37,94,39.4,11,31,35.5,5,5,100.0,12,32,44,26,8,2,18,23,-6.0,0.4521276595744681,0.05319148936170213,15.761821366024517
1919,ORL,12/4/18,ORL @ MIA,W,240,105,38,86,44.2,14,28,50.0,15,20,75.0,11,32,43,22,5,4,11,13,15.0,0.5232558139534884,0.23255813953488372,10.396975425330814
1921,POR,12/4/18,POR @ DAL,L,242,102,38,84,45.2,7,24,29.2,19,23,82.6,11,37,48,20,7,6,18,29,-9.0,0.49404761904761907,0.27380952380952384,16.054227613271493
1922,SAC,12/4/18,SAC @ PHX,W,241,122,45,84,53.6,11,24,45.8,21,32,65.6,9,33,42,27,13,3,13,22,17.0,0.6011904761904762,0.38095238095238093,11.703276917536911
1923,SAS,12/4/18,SAS @ UTA,L,239,105,44,90,48.9,7,22,31.8,10,11,90.9,7,25,32,25,7,5,16,19,-34.0,0.5277777777777778,0.12222222222222222,14.435221941537351
1927,CLE,12/3/18,CLE @ BKN,W,240,99,38,88,43.2,4,15,26.7,19,20,95.0,14,41,55,15,5,4,9,17,2.0,0.45454545454545453,0.22727272727272727,8.506616257088847
1928,DEN,12/3/18,DEN @ TOR,W,242,106,40,89,44.9,11,28,39.3,15,24,62.5,15,34,49,32,9,2,20,14,3.0,0.5112359550561798,0.2696629213483146,16.72800267648043
1930,GSW,12/3/18,GSW @ ATL,W,240,128,48,82,58.5,13,24,54.2,19,22,86.4,6,33,39,33,10,8,20,24,17.0,0.6646341463414634,0.2682926829268293,17.90830945558739
1931,HOU,12/3/18,HOU @ MIN,L,240,91,32,74,43.2,11,39,28.2,16,19,84.2,7,27,34,24,9,6,20,27,-12.0,0.5067567567567568,0.25675675675675674,19.538882375928097
1932,LAC,12/3/18,LAC @ NOP,W,239,129,49,83,59.0,8,20,40.0,23,30,76.7,7,32,39,29,4,1,12,21,3.0,0.6385542168674698,0.3614457831325301,11.090573012939002
1936,OKC,12/3/18,OKC @ DET,W,241,110,43,85,50.6,7,25,28.0,17,20,85.0,6,46,52,23,10,8,17,24,27.0,0.5470588235294118,0.23529411764705882,15.342960288808666
1938,WAS,12/3/18,WAS @ NYK,W,240,110,44,92,47.8,13,32,40.6,9,12,75.0,8,30,38,30,7,8,10,24,3.0,0.5489130434782609,0.13043478260869565,9.321401938851604
1941,LAC,12/2/18,LAC @ DAL,L,239,110,42,95,44.2,9,24,37.5,17,22,77.3,8,36,44,23,9,5,10,22,-4.0,0.48947368421052634,0.23157894736842105,8.719916288803626
1943,MEM,12/2/18,MEM @ PHI,L,239,95,33,79,41.8,11,28,39.3,18,23,78.3,3,32,35,19,7,7,14,24,-8.0,0.4873417721518987,0.2911392405063291,13.576415826221877
1945,NOP,12/2/18,NOP @ CHA,W,241,119,44,86,51.2,11,32,34.4,20,24,83.3,9,41,50,30,6,5,17,25,10.0,0.5755813953488372,0.27906976744186046,14.97005988023952
1947,PHX,12/2/18,PHX @ LAL,L,240,96,37,93,39.8,13,33,39.4,9,11,81.8,7,33,40,24,12,8,15,22,-24.0,0.46774193548387094,0.11827956989247312,13.293158454448777
1948,POR,12/2/18,POR @ SAS,L,239,118,45,86,52.3,12,29,41.4,16,16,100.0,9,26,35,25,6,5,17,21,-13.0,0.5930232558139535,0.18604651162790697,15.448927662668119
1950,UTA,12/2/18,UTA @ MIA,L,240,100,39,89,43.8,11,33,33.3,11,15,73.3,10,40,50,21,8,6,13,18,-2.0,0.5,0.16853932584269662,11.970534069981584
1951,BKN,12/1/18,BKN @ WAS,L,237,88,30,81,37.0,8,33,24.2,20,25,80.0,11,31,42,19,8,2,17,17,-14.0,0.41975308641975306,0.30864197530864196,15.59633027522936
1952,BOS,12/1/18,BOS @ MIN,W,241,118,40,85,47.1,17,44,38.6,21,21,100.0,7,33,40,30,9,3,14,25,9.0,0.5705882352941176,0.24705882352941178,12.934220251293423
1953,CHI,12/1/18,CHI @ HOU,L,241,105,39,88,44.3,8,32,25.0,19,24,79.2,7,34,41,15,11,6,13,22,-16.0,0.48863636363636365,0.2727272727272727,11.652922194334888
1956,GSW,12/1/18,GSW @ DET,L,239,102,39,85,45.9,6,26,23.1,18,21,85.7,8,36,44,23,6,5,14,22,-9.0,0.49411764705882355,0.24705882352941178,12.934220251293423
1958,IND,12/1/18,IND @ SAC,L,240,110,43,82,52.4,10,24,41.7,14,18,77.8,6,36,42,32,11,5,25,26,-1.0,0.5853658536585366,0.21951219512195122,21.7542638357118
1959,MIL,12/1/18,MIL @ NYK,L,266,134,46,94,48.9,18,42,42.9,24,31,77.4,10,41,51,28,11,4,16,25,-2.0,0.5851063829787234,0.32978723404255317,12.940795858945325
1963,TOR,12/1/18,TOR @ CLE,W,241,106,39,80,48.8,7,26,26.9,21,25,84.0,6,36,42,15,5,5,10,19,11.0,0.53125,0.3125,9.900990099009901
1965,ATL,11/30/18,ATL @ OKC,L,239,109,43,96,44.8,11,36,30.6,12,20,60.0,14,28,42,26,15,3,21,12,-15.0,0.5052083333333334,0.20833333333333334,16.69316375198728
1969,CHI,11/30/18,CHI @ DET,L,240,88,37,86,43.0,3,21,14.3,11,14,78.6,7,33,40,25,5,7,15,20,-19.0,0.4476744186046512,0.16279069767441862,13.997760358342665
1970,CLE,11/30/18,CLE @ BOS,L,239,95,30,77,39.0,7,22,31.8,28,35,80.0,9,27,36,18,5,1,13,21,-33.0,0.43506493506493504,0.45454545454545453,12.333965844402277
1971,DAL,11/30/18,DAL @ LAL,L,240,103,34,86,39.5,10,39,25.6,25,34,73.5,9,37,46,20,9,4,16,25,-11.0,0.45348837209302323,0.3953488372093023,13.679890560875513
1972,DEN,11/30/18,DEN @ POR,W,240,113,40,87,46.0,14,30,46.7,19,26,73.1,13,28,41,28,11,3,11,21,1.0,0.5402298850574713,0.2988505747126437,10.051169590643275
1974,HOU,11/30/18,HOU @ SAS,W,240,136,49,98,50.0,22,54,40.7,16,20,80.0,13,36,49,32,9,6,5,22,31.0,0.6122448979591837,0.20408163265306123,4.47227191413238
1976,MEM,11/30/18,MEM @ BKN,W,290,131,50,101,49.5,12,30,40.0,19,22,86.4,11,34,45,27,8,6,17,23,6.0,0.5544554455445545,0.21782178217821782,13.31453634085213
1978,NOP,11/30/18,NOP @ MIA,L,241,101,35,82,42.7,6,28,21.4,25,29,86.2,11,35,46,25,4,8,16,22,-5.0,0.4634146341463415,0.35365853658536583,14.445648248465147
1980,ORL,11/30/18,ORL @ PHX,W,239,99,39,82,47.6,8,27,29.6,13,18,72.2,8,36,44,23,7,5,12,16,14.0,0.524390243902439,0.21951219512195122,11.773940345368917
1985,UTA,11/30/18,UTA @ CHA,W,240,119,44,81,54.3,18,40,45.0,13,18,72.2,6,35,41,32,5,5,14,13,8.0,0.654320987654321,0.2222222222222222,13.60279828993393
1986,WAS,11/30/18,WAS @ PHI,L,240,98,37,92,40.2,8,28,28.6,16,19,84.2,8,34,42,22,10,4,15,20,-25.0,0.44565217391304346,0.20652173913043478,13.002773925104021
1987,GSW,11/29/18,GSW @ TOR,L,265,128,50,103,48.5,11,30,36.7,17,20,85.0,17,29,46,27,6,5,14,22,-3.0,0.5388349514563107,0.1941747572815534,11.128775834658187
1988,IND,11/29/18,IND @ LAL,L,240,96,32,86,37.2,10,23,43.5,22,27,81.5,10,34,44,23,14,4,17,22,-8.0,0.43023255813953487,0.313953488372093,14.798050139275768
1989,LAC,11/29/18,LAC @ SAC,W,240,133,50,90,55.6,12,28,42.9,21,28,75.0,8,30,38,25,7,5,9,21,12.0,0.6222222222222222,0.3111111111111111,8.084800574919154
